Gender,City,CGPA,Programming_Skill,Communication_Skill,Aptitude_Score,Internships,Projects,Backlogs,Attendance_Percent,Certifications,Study_Hours_Per_Week,Placed,Salary_LPA
Female,Mumbai,7.94,10,7,4,0,1,0,62,1,22,1,8.81
Male,Hyderabad,7.82,4,4,1,2,4,2,80,4,28,1,9.19
Female,Hyderabad,6.26,6,1,8,4,2,1,56,4,17,1,9.56
Male,Chennai,8.29,8,2,5,0,3,2,82,3,30,1,9.54
Female,Delhi,6.66,3,10,1,1,4,0,64,2,6,1,7.72
Female,Chennai,8.01,10,10,8,2,5,1,93,3,16,1,9.39
Female,Bengaluru,7.57,1,4,9,2,1,1,91,2,26,1,8.4
Male,Chennai,9.04,4,1,10,1,2,1,93,2,5,1,9.21
Male,Chennai,6.98,4,8,2,0,3,0,75,2,14,1,8.94
Female,Mumbai,6.85,1,9,9,1,0,0,82,2,2,1,6.79
Male,Pune,7.18,9,4,8,0,1,2,92,1,17,1,8.32
Male,Hyderabad,6.9,3,10,7,0,2,1,87,0,29,1,7.81
Male,Delhi,8.0,5,3,3,2,0,0,65,2,6,1,9.47
Male,Chennai,5.58,6,2,2,2,2,1,99,1,11,1,6.34
Male,Delhi,6.15,8,5,7,2,4,0,98,1,2,1,8.8
Male,Pune,6.13,6,3,5,1,3,0,55,3,25,1,9.3
Female,Pune,8.15,3,10,6,1,2,0,87,3,25,1,8.77
Female,Chennai,8.91,6,7,4,2,4,0,57,2,1,1,9.43
Male,Bengaluru,7.1,1,6,2,0,3,5,80,2,5,0,0.0
Female,Chennai,7.03,4,1,9,2,0,0,69,2,8,1,8.52
Female,Mumbai,7.27,6,8,3,1,2,1,95,2,4,1,8.24
Female,Hyderabad,8.36,7,2,7,3,5,0,68,3,19,1,9.07
Female,Bengaluru,6.27,10,5,8,1,1,0,77,2,5,1,8.36
Male,Chennai,7.44,3,9,2,2,2,1,62,4,5,1,8.25
Female,Delhi,8.18,9,8,6,2,2,0,90,2,24,1,9.06
Female,Bengaluru,7.7,7,2,8,1,2,0,74,1,16,1,7.62
Male,Bengaluru,7.39,1,9,7,0,1,2,60,4,22,0,0.0
Male,Chennai,8.2,2,5,3,1,2,0,87,1,18,1,8.71
Female,Bengaluru,4.5,1,10,1,0,0,0,82,3,11,0,0.0
Female,Delhi,7.88,9,6,6,1,0,1,92,2,17,1,11.2
Female,Pune,6.55,9,3,8,2,0,2,84,0,29,1,10.19
Female,Bengaluru,5.37,7,3,6,0,2,1,100,2,3,1,9.3
Female,Pune,7.71,10,10,5,2,5,0,97,3,18,1,9.67
Female,Delhi,8.57,3,8,8,1,3,1,71,0,4,1,9.0
Male,Chennai,7.06,5,10,2,1,4,0,63,1,19,1,7.62
Female,Hyderabad,8.15,4,10,1,0,1,0,82,2,9,1,7.75
Female,Bengaluru,8.81,7,2,1,0,2,0,61,1,5,1,9.65
Male,Hyderabad,8.51,9,2,4,3,3,0,100,2,4,1,8.56
Male,Delhi,8.84,2,5,6,1,2,0,82,1,16,1,8.73
Male,Bengaluru,7.94,8,6,9,1,3,1,71,4,10,1,6.24
Male,Pune,7.28,9,2,1,1,5,1,94,2,9,1,9.69
Female,Mumbai,5.6,10,5,1,1,3,0,98,4,16,1,7.42
Female,Hyderabad,6.95,10,7,5,1,1,0,98,1,20,1,7.42
Female,Bengaluru,6.36,9,10,10,1,2,0,59,2,22,1,9.67
Female,Hyderabad,9.37,10,10,5,1,1,2,59,3,30,1,11.14
Female,Bengaluru,7.02,7,8,5,1,2,0,68,1,26,1,8.7
Female,Chennai,7.32,9,7,10,3,1,2,60,3,17,1,8.28
Male,Pune,7.75,9,8,6,2,2,0,61,2,29,1,10.15
Female,Hyderabad,7.24,3,9,8,1,1,0,71,0,18,1,7.47
Male,Mumbai,8.9,4,5,3,0,3,2,63,1,15,1,8.91
Male,Mumbai,6.58,2,5,9,0,3,1,85,3,20,1,9.66
Female,Delhi,7.39,10,10,1,0,3,1,76,1,9,1,9.74
Male,Bengaluru,6.46,3,4,4,4,0,0,99,5,6,1,8.07
Female,Hyderabad,5.88,5,9,9,3,0,1,63,0,6,1,7.83
Male,Delhi,6.59,5,5,8,3,1,1,70,4,11,1,8.46
Female,Hyderabad,7.16,6,2,10,0,1,1,90,1,25,1,9.05
Male,Bengaluru,6.77,7,10,9,1,4,0,88,0,28,1,7.36
Female,Mumbai,6.51,7,8,1,3,1,2,99,4,20,1,10.07
Female,Chennai,5.79,1,7,9,2,2,0,67,1,3,1,7.1
Female,Mumbai,7.12,2,8,3,2,1,0,73,3,23,1,7.99
Female,Delhi,5.7,9,3,10,1,2,2,66,2,12,1,9.55
Female,Pune,7.96,10,4,9,2,0,0,90,1,15,1,9.32
Male,Chennai,7.28,2,5,1,0,4,0,64,3,7,0,0.0
Male,Delhi,5.74,6,6,1,1,2,0,70,1,25,1,8.17
Male,Bengaluru,6.89,1,1,9,0,0,2,82,2,22,0,0.0
Female,Chennai,6.45,3,4,6,1,2,0,73,1,18,1,8.38
Male,Delhi,7.52,2,10,4,1,3,1,94,3,22,1,8.82
Female,Bengaluru,8.54,3,5,7,1,2,2,60,1,15,1,9.52
Female,Mumbai,5.32,5,7,5,0,2,0,58,2,8,1,9.22
Male,Pune,7.32,10,5,10,0,2,1,84,1,22,1,10.45
Male,Bengaluru,7.04,6,1,7,2,0,0,93,1,9,1,7.73
Female,Hyderabad,7.87,9,7,8,3,0,3,85,2,15,1,11.08
Male,Bengaluru,7.41,10,8,8,1,1,0,100,1,16,1,7.25
Female,Bengaluru,6.45,4,7,1,2,3,0,81,1,20,1,7.48
Female,Pune,6.88,7,4,8,0,4,0,99,4,3,1,8.58
Female,Hyderabad,6.4,6,8,6,0,2,1,75,4,27,1,7.06
Female,Delhi,8.28,2,5,4,2,2,1,91,4,5,1,8.97
Female,Delhi,7.22,10,10,8,1,2,0,63,2,3,1,10.11
Male,Bengaluru,9.1,8,9,3,1,0,1,89,2,27,1,8.79
Male,Hyderabad,7.14,7,10,4,1,0,0,96,0,28,1,9.4
Female,Hyderabad,6.49,7,5,6,2,0,0,75,2,2,1,9.62
Female,Pune,5.69,8,1,7,2,0,0,71,1,2,1,6.13
Male,Mumbai,5.4,1,9,4,1,1,0,78,2,4,1,7.72
Male,Delhi,5.62,1,5,4,3,2,0,85,6,3,0,0.0
Female,Pune,7.47,8,6,7,1,3,2,60,1,9,1,7.97
Male,Chennai,7.71,4,4,6,1,6,0,89,0,30,1,7.24
Female,Delhi,5.62,5,6,8,0,3,1,91,3,23,1,7.24
Male,Pune,8.1,8,8,1,1,2,1,67,2,22,1,9.07
Female,Delhi,6.72,5,3,10,0,2,0,79,3,26,1,7.55
Male,Mumbai,7.35,10,5,7,3,0,3,86,3,12,1,9.94
Female,Chennai,8.81,4,2,7,1,1,2,55,1,24,1,9.57
Male,Mumbai,8.1,6,2,7,0,2,1,89,3,9,1,9.51
Male,Chennai,6.93,5,7,7,1,1,0,73,4,19,1,10.04
Female,Bengaluru,6.31,7,10,10,0,1,2,66,2,12,1,9.32
Male,Pune,5.05,10,10,10,0,0,1,94,1,16,1,8.81
Female,Chennai,6.48,7,10,8,0,0,0,94,0,26,1,7.14
Male,Mumbai,6.99,4,6,9,0,3,1,97,2,23,1,9.82
Female,Delhi,6.21,5,4,9,1,1,1,74,0,25,1,9.79
Male,Chennai,7.07,3,5,2,0,1,0,87,4,1,1,7.94
Female,Pune,7.28,4,1,7,0,4,0,83,5,10,1,7.56
Male,Chennai,6.98,4,7,7,2,3,1,70,2,25,1,9.33
Female,Hyderabad,6.55,3,8,4,2,2,1,68,3,30,0,0.0
Male,Delhi,7.37,10,9,9,0,5,0,61,1,23,1,9.76
Female,Pune,7.64,5,8,8,1,2,0,60,5,10,1,10.57
Female,Pune,6.11,5,5,1,1,1,0,75,1,30,1,7.78
Female,Bengaluru,8.61,7,3,2,1,4,0,90,1,4,1,9.64
Male,Mumbai,7.1,4,10,2,0,4,0,76,2,29,1,8.59
Female,Bengaluru,7.22,4,9,8,2,4,0,94,1,11,1,9.76
Male,Pune,7.91,9,6,1,1,3,0,73,3,28,1,9.48
Female,Delhi,7.43,6,5,4,0,1,0,79,1,22,1,8.41
Male,Chennai,8.15,4,3,10,0,3,0,57,2,11,1,7.01
Female,Chennai,7.49,2,6,5,1,0,1,90,3,11,1,8.47
Male,Delhi,6.59,6,3,9,0,0,0,99,4,22,1,8.44
Male,Pune,7.56,2,10,7,1,4,1,88,7,6,1,5.94
Female,Chennai,6.06,5,6,8,1,5,1,65,1,15,1,7.01
Male,Chennai,7.31,6,4,9,1,2,1,96,1,2,1,8.06
Male,Chennai,7.17,4,2,7,1,1,1,81,4,21,1,7.77
Female,Mumbai,6.99,3,8,5,2,1,1,96,3,23,1,8.27
Male,Mumbai,7.07,7,4,5,0,1,0,56,2,22,1,8.68
Male,Hyderabad,5.32,2,9,10,2,3,1,60,1,3,1,7.53
Male,Bengaluru,6.65,6,7,6,1,0,1,100,3,27,1,11.26
Female,Delhi,7.29,4,2,5,2,2,0,56,3,28,1,8.0
Male,Delhi,7.36,6,4,9,2,0,1,96,0,5,1,7.75
Female,Delhi,6.17,4,5,3,0,2,0,71,1,29,1,10.02
Male,Hyderabad,8.47,4,3,3,3,0,3,94,3,24,1,10.7
Male,Mumbai,6.33,4,9,7,0,5,1,68,1,11,1,6.9
Male,Pune,8.17,9,5,7,2,2,0,64,1,21,1,10.9
Female,Pune,7.63,7,2,6,1,2,1,99,2,12,1,6.79
Male,Hyderabad,6.55,3,3,3,1,6,0,87,4,26,1,11.6
Male,Pune,8.98,3,9,7,4,1,0,96,5,3,1,11.14
Female,Delhi,6.01,6,7,5,1,3,2,66,1,9,1,8.96
Male,Bengaluru,8.12,6,2,7,1,0,0,86,2,27,1,10.09
Female,Chennai,8.2,4,9,2,3,1,2,78,0,3,1,9.38
Female,Mumbai,6.53,9,4,6,0,2,0,68,5,2,1,8.07
Male,Mumbai,8.59,4,9,8,1,1,0,59,3,6,1,10.42
Female,Hyderabad,6.95,9,2,1,1,2,0,59,4,24,1,10.64
Male,Mumbai,7.49,4,10,4,1,0,1,86,3,6,1,7.73
Female,Delhi,7.46,2,4,1,2,1,0,99,8,17,1,8.31
Female,Pune,7.07,2,5,1,0,0,3,87,2,8,0,0.0
Male,Delhi,8.01,5,2,10,0,4,0,100,3,1,1,8.85
Female,Hyderabad,7.99,4,10,8,2,2,0,58,2,25,1,8.46
Female,Delhi,5.45,7,1,7,1,1,0,84,6,8,1,9.75
Female,Pune,8.5,5,7,10,1,0,0,95,3,22,1,11.0
Female,Bengaluru,5.54,6,10,1,2,6,1,71,2,15,0,0.0
Female,Hyderabad,8.23,10,1,2,1,1,0,57,4,18,1,10.5
Male,Bengaluru,8.33,4,8,4,2,3,0,67,2,13,1,9.95
Female,Chennai,6.11,2,3,1,0,2,1,98,2,25,1,5.78
Male,Bengaluru,6.79,10,10,3,3,1,1,90,3,8,1,10.23
Female,Chennai,6.09,9,6,8,0,1,0,72,3,29,1,6.94
Male,Chennai,6.99,10,7,8,3,4,0,77,3,20,1,8.53
Male,Bengaluru,6.89,7,10,8,0,1,0,89,1,18,1,7.67
Female,Hyderabad,7.98,4,1,6,2,1,4,87,3,13,1,6.89
Female,Pune,8.51,3,6,6,1,2,0,90,6,14,1,10.16
Female,Delhi,8.6,10,7,5,0,2,1,71,3,15,1,8.58
Male,Delhi,6.64,3,6,9,0,0,1,93,1,6,1,7.71
Female,Pune,6.99,9,4,4,0,2,0,88,2,1,1,9.02
Male,Chennai,5.52,5,1,10,1,1,1,66,2,7,1,8.92
Male,Chennai,6.39,3,9,7,1,3,0,59,2,1,1,6.93
Male,Hyderabad,8.16,5,4,1,0,1,0,94,0,15,0,0.0
Female,Mumbai,8.82,2,7,9,0,2,0,81,1,29,1,8.55
Female,Bengaluru,5.97,4,7,7,1,6,2,94,3,6,1,6.86
Male,Chennai,6.61,10,2,10,0,3,0,67,2,5,1,10.24
Male,Delhi,7.17,2,1,9,3,0,1,80,3,12,1,10.74
Female,Hyderabad,7.48,2,8,7,0,2,0,68,5,26,0,0.0
Male,Bengaluru,6.39,8,8,2,1,4,0,86,1,30,1,7.97
Female,Hyderabad,7.62,1,7,6,1,0,1,65,2,3,1,7.4
Male,Bengaluru,6.73,7,8,10,1,3,0,92,2,22,1,9.66
Female,Bengaluru,7.19,5,3,4,3,2,0,70,0,20,1,8.63
Male,Pune,7.75,8,2,3,2,3,0,76,2,14,1,7.9
Female,Chennai,7.21,1,7,2,3,2,1,70,3,28,1,6.11
Male,Hyderabad,6.76,7,8,6,2,3,0,67,3,6,1,9.16
Female,Hyderabad,7.09,5,1,8,1,1,0,66,6,4,1,7.06
Female,Pune,7.11,4,10,6,3,3,0,72,1,15,1,7.99
Male,Delhi,6.83,7,9,9,0,1,2,83,3,17,1,10.68
Male,Delhi,6.94,10,4,5,2,5,0,72,1,5,1,8.13
Female,Chennai,8.8,2,4,2,0,0,0,100,1,24,1,10.08
Male,Chennai,7.76,1,3,8,2,6,1,56,3,6,1,7.11
Female,Mumbai,6.9,1,6,9,1,3,0,56,5,10,1,9.08
Male,Pune,7.9,1,1,10,1,2,1,57,0,9,1,9.08
Female,Delhi,6.87,5,6,4,0,3,1,83,4,4,1,9.09
Female,Bengaluru,8.37,10,2,6,1,1,0,62,3,26,1,8.9
Female,Hyderabad,7.57,7,9,10,0,3,0,65,1,9,1,9.75
Female,Chennai,7.09,2,2,8,1,1,2,66,0,8,1,8.67
Female,Hyderabad,7.65,10,7,9,2,2,0,86,7,3,1,11.64
Female,Hyderabad,5.63,8,1,5,1,2,0,58,4,30,1,7.69
Male,Mumbai,6.07,4,7,6,0,1,0,63,1,22,0,0.0
Male,Delhi,6.01,3,5,4,1,2,1,78,3,20,1,6.88
Male,Chennai,7.34,10,8,5,2,2,0,70,3,1,1,8.98
Female,Hyderabad,8.93,8,4,7,0,2,1,71,1,25,1,8.82
Female,Chennai,9.43,2,10,9,0,5,0,76,2,20,1,8.45
Female,Bengaluru,7.84,3,7,10,1,1,0,61,3,27,1,8.42
Female,Mumbai,7.7,3,6,6,1,0,1,64,2,30,0,0.0
Male,Bengaluru,5.4,10,5,6,2,4,1,83,2,5,1,9.14
Male,Chennai,6.66,1,4,8,2,4,2,90,2,3,0,0.0
Female,Chennai,6.41,6,7,4,1,3,1,78,2,4,1,8.48
Male,Delhi,6.58,2,5,3,1,4,0,100,0,29,1,9.58
Male,Hyderabad,7.03,1,5,7,4,2,0,68,1,25,1,8.35
Female,Hyderabad,6.73,2,1,5,3,0,1,68,1,23,0,0.0
Male,Bengaluru,5.22,6,2,2,2,0,1,79,2,24,1,9.31
Female,Mumbai,7.95,4,5,2,1,3,0,100,2,19,1,10.54
Male,Pune,6.13,6,3,6,0,4,0,76,1,15,1,9.13
Female,Hyderabad,7.44,9,2,8,0,2,1,77,2,19,1,10.18
Female,Delhi,9.27,10,4,1,1,0,1,86,3,16,1,11.48
Female,Bengaluru,6.28,10,4,6,2,0,0,80,3,30,1,8.57
Female,Bengaluru,4.67,8,4,2,1,1,1,81,1,23,1,7.23
Male,Pune,6.91,1,4,2,0,1,0,99,2,8,1,8.47
Female,Delhi,8.3,8,3,7,3,2,0,66,2,14,1,11.44
Female,Mumbai,9.16,9,7,10,1,0,0,73,1,5,1,10.15
Female,Delhi,5.97,6,9,1,0,0,2,73,3,1,0,0.0
Male,Mumbai,7.7,10,5,6,0,1,1,88,0,19,1,9.48
Female,Delhi,6.73,5,4,7,0,2,3,86,0,5,1,8.81
Male,Delhi,7.09,6,2,8,1,1,0,83,1,3,1,8.07
Female,Chennai,9.84,6,2,7,2,4,0,75,3,30,1,10.32
Male,Bengaluru,5.7,9,5,6,0,2,1,89,2,17,1,9.63
Male,Delhi,7.45,4,7,9,1,3,0,96,3,7,1,6.78
Female,Pune,7.67,2,10,3,2,2,1,59,2,17,1,6.62
Male,Delhi,8.29,9,10,6,1,3,0,66,4,26,1,7.38
Female,Hyderabad,7.3,2,9,4,1,0,0,61,1,13,1,10.07
Female,Bengaluru,7.51,10,7,2,0,4,0,95,2,22,1,8.22
Female,Hyderabad,6.81,9,5,1,0,2,0,56,3,22,1,9.39
Male,Bengaluru,7.47,2,10,1,1,2,1,79,1,14,1,10.5
Male,Hyderabad,6.86,8,10,10,0,1,0,64,2,23,1,9.26
Female,Delhi,7.82,9,10,3,3,2,1,92,3,12,1,9.93
Female,Delhi,6.83,10,6,4,2,1,1,98,4,11,1,8.08
Male,Chennai,7.58,9,3,2,2,1,1,60,2,1,1,9.63
Female,Pune,7.17,10,5,1,0,0,0,81,2,27,1,8.02
Female,Hyderabad,8.33,9,8,4,1,3,1,89,2,3,1,7.21
Female,Mumbai,7.15,2,1,7,3,5,1,64,2,12,1,8.31
Male,Chennai,5.43,4,1,10,0,2,0,63,1,9,1,8.27
Male,Hyderabad,8.46,7,7,6,2,1,2,74,3,2,1,8.67
Male,Hyderabad,6.29,2,5,6,1,0,0,91,3,14,1,7.05
Female,Chennai,6.55,1,5,9,0,1,0,89,1,5,1,7.66
Female,Delhi,6.6,3,1,2,0,2,0,91,4,3,0,0.0
Female,Hyderabad,8.57,4,9,4,0,0,0,94,3,12,1,9.87
Male,Delhi,5.06,8,1,5,0,2,0,62,5,12,1,8.77
Female,Chennai,9.9,6,5,1,1,1,0,100,2,29,1,11.64
Female,Delhi,8.26,2,10,8,2,1,0,85,4,21,1,8.2
Female,Bengaluru,7.42,9,9,8,3,5,1,97,3,7,1,9.26
Female,Mumbai,7.15,2,4,6,0,0,0,70,3,1,1,8.45
Male,Hyderabad,7.49,5,8,5,4,2,0,82,1,3,1,8.27
Male,Pune,7.72,4,6,8,1,0,3,60,0,11,1,6.3
Female,Mumbai,7.85,7,3,3,0,0,1,86,0,13,1,9.62
Male,Delhi,7.76,8,4,3,1,0,0,82,5,22,1,11.98
Male,Hyderabad,7.29,5,2,2,2,3,1,65,2,23,1,9.85
Female,Delhi,7.0,10,1,5,3,4,3,96,5,10,1,11.5
Female,Bengaluru,7.05,5,8,3,1,4,0,77,0,19,1,9.64
Male,Chennai,7.01,2,1,3,1,1,0,84,1,4,1,8.01
Female,Hyderabad,8.33,8,1,6,1,2,1,63,3,22,1,10.1
Male,Bengaluru,7.79,2,4,8,1,2,1,82,0,5,1,9.75
Female,Bengaluru,4.5,10,10,2,2,1,0,78,2,11,1,6.35
Male,Hyderabad,7.86,6,10,4,0,3,0,82,3,9,1,9.5
Female,Delhi,7.39,8,6,7,3,3,0,78,3,13,1,8.93
Male,Pune,7.18,6,9,1,0,2,1,69,3,28,1,10.51
Male,Bengaluru,6.81,4,1,1,4,1,0,93,3,17,1,8.81
Male,Mumbai,8.32,4,7,10,1,3,0,87,1,15,1,5.94
Female,Bengaluru,8.15,6,10,7,1,0,0,88,2,13,1,9.6
Male,Pune,6.43,4,5,7,0,3,0,76,0,21,1,5.76
Male,Delhi,7.61,8,8,1,2,2,0,83,3,11,1,10.65
Female,Delhi,6.23,9,7,1,2,1,1,88,3,1,1,7.84
Female,Mumbai,5.82,1,4,4,2,3,0,96,0,8,0,0.0
Male,Bengaluru,6.57,4,4,5,1,3,1,64,2,23,1,7.35
Male,Delhi,8.06,4,6,5,3,2,0,99,0,5,1,7.73
Female,Pune,8.15,2,6,4,3,3,1,84,5,22,1,8.41
Female,Hyderabad,7.71,6,9,8,2,2,1,65,1,16,1,7.89
Female,Chennai,7.93,3,5,7,1,1,2,88,4,4,1,8.27
Female,Chennai,7.72,7,8,9,1,3,0,75,1,25,1,7.19
Female,Chennai,6.56,5,5,7,1,1,0,67,3,30,1,8.09
Male,Bengaluru,7.63,4,2,10,1,2,0,79,1,19,1,10.36
Female,Mumbai,8.0,5,6,1,0,2,2,75,1,18,0,0.0
Male,Delhi,7.95,8,9,7,3,4,1,55,4,23,1,9.99
Male,Hyderabad,8.39,3,3,1,3,1,1,59,2,29,1,7.29
Male,Pune,7.91,7,1,7,3,1,1,76,2,2,1,9.8
Female,Hyderabad,7.55,6,1,10,0,2,1,61,3,13,1,10.23
Male,Pune,8.27,1,3,8,1,3,1,67,1,16,1,10.22
Male,Bengaluru,7.17,7,10,9,0,1,0,99,2,22,1,9.09
Female,Chennai,6.32,7,5,3,0,1,2,77,2,27,1,9.36
Male,Bengaluru,7.04,1,3,4,1,2,1,75,4,8,1,6.55
Male,Mumbai,6.46,9,9,4,1,1,2,60,2,19,1,8.38
Female,Mumbai,6.52,6,8,9,1,2,1,74,3,3,1,7.54
Male,Pune,7.06,2,3,7,0,2,0,66,1,19,1,8.61
Male,Delhi,6.41,5,9,3,2,1,3,94,2,17,0,0.0
Male,Delhi,6.89,4,6,10,1,1,1,63,5,9,1,9.22
Female,Pune,5.31,7,7,5,3,2,1,82,3,21,1,11.16
Female,Mumbai,7.41,8,4,7,1,1,1,65,1,25,1,9.8
Female,Mumbai,7.2,1,4,8,2,2,1,86,2,21,1,9.83
Male,Mumbai,6.38,5,2,1,1,2,3,65,3,23,1,6.91
Male,Bengaluru,7.86,3,5,2,1,3,1,78,0,17,1,8.51
Female,Mumbai,8.14,1,8,7,1,3,2,69,3,25,1,8.73
Male,Hyderabad,5.59,3,7,2,2,2,0,95,1,1,1,7.89
Male,Chennai,6.44,6,7,7,1,4,0,89,3,4,1,10.69
Female,Mumbai,6.43,7,6,9,1,4,0,71,1,23,1,7.7
Female,Pune,6.26,8,3,2,2,1,1,79,2,27,1,9.04
Male,Chennai,8.03,4,5,7,2,3,0,89,0,15,1,5.88
Male,Bengaluru,7.01,3,1,4,0,1,0,73,3,12,1,8.82
Male,Pune,6.94,5,7,2,2,0,1,95,4,25,1,9.14
Female,Chennai,5.2,9,9,7,0,3,0,85,2,17,1,8.34
Female,Pune,7.84,6,1,5,0,3,0,71,2,12,1,9.44
Female,Bengaluru,5.96,9,2,1,1,0,0,77,1,16,1,7.99
Female,Hyderabad,7.26,6,3,5,2,0,1,55,4,30,1,7.3
Male,Bengaluru,7.48,2,3,3,1,4,2,64,0,13,1,7.17
Female,Bengaluru,8.56,5,8,7,1,1,2,62,2,11,1,8.07
Female,Pune,5.89,9,7,6,2,4,1,96,2,15,1,7.09
Female,Delhi,4.5,8,6,8,0,2,0,80,1,29,1,6.44
Female,Mumbai,7.38,7,10,5,1,2,1,88,1,16,1,7.93
Female,Mumbai,9.0,1,10,2,2,3,2,73,5,6,1,8.34
Male,Hyderabad,8.44,4,4,9,3,2,1,68,2,27,1,9.09
Male,Hyderabad,7.41,7,9,8,0,2,0,62,4,26,1,7.46
Female,Mumbai,6.71,7,1,6,0,0,1,55,1,11,1,7.57
Male,Delhi,8.01,6,2,10,1,3,1,79,3,15,1,8.29
Female,Mumbai,6.23,8,4,7,1,2,0,78,2,5,1,9.16
Female,Delhi,7.68,6,3,9,1,2,1,74,1,3,1,7.47
Male,Hyderabad,7.71,10,1,7,0,1,0,84,2,26,1,8.78
Male,Chennai,8.26,3,5,3,1,1,0,59,0,2,1,9.92
Female,Pune,9.9,4,7,6,1,1,1,57,2,1,1,8.49
Female,Hyderabad,7.59,3,2,7,1,3,1,86,3,15,1,7.02
Female,Hyderabad,6.69,1,5,2,0,1,2,71,2,2,1,7.86
Male,Bengaluru,7.17,10,6,3,0,4,1,96,4,28,1,8.21
Female,Bengaluru,5.43,5,7,4,2,2,1,59,3,29,1,4.69
Female,Bengaluru,6.51,1,1,10,0,1,1,65,2,20,1,8.14
Female,Pune,6.79,1,7,6,1,1,2,92,2,6,1,9.04
Male,Bengaluru,6.68,2,4,1,2,3,1,58,3,12,1,8.05
Female,Delhi,7.35,4,8,9,0,2,0,93,1,21,1,9.8
Female,Mumbai,6.38,6,4,5,2,0,0,73,6,16,1,9.23
Male,Chennai,8.32,8,6,7,1,3,0,93,0,14,1,8.35
Female,Hyderabad,7.2,3,9,9,0,1,0,100,2,4,1,10.84
Female,Delhi,7.19,1,5,9,1,0,0,77,2,8,1,8.52
Male,Chennai,6.87,3,4,1,2,6,0,71,2,12,1,8.78
Female,Delhi,7.36,3,8,1,0,1,1,67,0,23,1,7.24
Male,Delhi,8.03,5,9,3,1,4,0,81,1,14,1,7.06
Male,Hyderabad,6.33,4,4,6,1,3,0,55,3,20,1,6.9
Female,Mumbai,6.54,4,3,2,1,3,0,56,2,26,1,9.37
Female,Bengaluru,6.9,9,8,10,0,3,0,72,3,13,1,11.05
Female,Pune,5.85,7,5,1,0,3,2,90,0,29,1,8.73
Female,Mumbai,6.38,4,2,1,0,1,1,99,2,5,0,0.0
Male,Pune,6.72,3,10,5,1,0,0,87,1,12,1,9.37
Female,Hyderabad,8.07,6,9,4,0,1,0,90,1,10,1,10.7
Male,Hyderabad,7.46,3,3,1,0,1,1,56,2,21,0,0.0
Female,Hyderabad,7.39,6,2,4,3,0,1,58,2,19,1,10.76
Female,Chennai,8.05,9,1,3,1,1,0,70,0,13,1,8.94
Female,Pune,7.06,6,8,2,2,3,3,58,2,9,1,9.99
Male,Mumbai,7.59,4,3,9,0,0,3,63,2,11,1,7.36
Female,Mumbai,7.1,5,7,1,0,0,1,75,1,5,1,9.83
Female,Delhi,7.47,6,1,7,2,2,0,77,2,28,1,7.11
Female,Delhi,6.62,3,1,4,0,1,2,56,4,13,0,0.0
Female,Delhi,4.76,8,9,5,2,4,0,57,2,10,1,8.9
Male,Hyderabad,7.07,4,8,10,1,0,0,77,2,18,1,6.57
Female,Mumbai,8.62,8,3,5,3,2,2,80,1,29,1,11.01
Male,Pune,8.13,10,6,1,2,4,1,61,1,15,1,8.37
Male,Hyderabad,8.17,10,3,6,1,2,1,90,1,20,1,10.93
Male,Chennai,8.44,3,4,9,2,4,0,98,2,12,1,8.99
Male,Delhi,7.29,10,1,2,1,1,1,87,3,4,1,7.76
Male,Hyderabad,7.4,7,5,7,1,2,0,90,1,5,1,7.71
Male,Hyderabad,6.58,9,1,6,0,0,0,58,4,8,1,13.57
Female,Chennai,6.88,4,1,5,1,2,0,77,1,5,1,11.16
Male,Bengaluru,7.82,8,10,4,1,2,0,79,0,1,1,8.94
Male,Mumbai,8.4,3,7,4,2,4,4,95,2,18,1,9.31
Male,Pune,7.06,7,6,6,0,1,0,80,3,19,1,10.25
Female,Bengaluru,6.75,3,2,4,2,5,0,82,2,19,1,6.67
Female,Delhi,7.2,7,2,5,1,1,2,82,5,10,1,9.69
Male,Hyderabad,7.8,10,7,6,1,0,0,75,1,22,1,10.61
Female,Chennai,5.76,10,1,5,0,3,1,64,4,9,1,9.15
Male,Chennai,4.9,6,2,7,0,1,1,81,5,26,1,9.6
Male,Mumbai,6.65,2,8,9,0,3,1,69,4,1,1,8.25
Female,Bengaluru,5.98,3,6,10,0,4,3,71,2,22,1,9.28
Male,Mumbai,6.69,6,2,7,1,0,0,93,3,25,1,8.85
Female,Hyderabad,7.05,4,7,7,0,1,0,89,1,20,1,6.61
Female,Mumbai,6.75,6,4,4,0,2,0,59,3,26,1,9.71
Male,Pune,8.65,1,2,1,2,1,2,70,2,3,0,0.0
Male,Chennai,7.53,10,6,8,1,4,0,77,2,13,1,9.15
Female,Chennai,7.5,1,9,4,1,1,0,93,2,6,1,6.64
Male,Delhi,7.82,3,9,1,3,4,2,63,2,6,1,9.64
Male,Delhi,6.06,8,8,5,2,0,0,87,0,29,1,8.96
Male,Hyderabad,8.24,8,3,8,1,0,2,89,0,18,1,9.7
Female,Pune,7.12,4,3,4,0,2,2,94,1,5,1,8.7
Female,Bengaluru,7.87,6,2,8,0,4,1,78,1,17,1,10.18
Male,Mumbai,6.13,8,5,8,1,4,1,78,5,29,1,8.95
Female,Hyderabad,5.65,7,4,3,1,1,0,78,1,25,1,7.75
Female,Delhi,8.02,7,7,9,1,3,0,73,4,25,1,7.21
